Season;Team;Player;Matches_Played;Goals;Assists;Shots;Passes_Completed;Tackles;Yellow_Cards;Red_Cards;Minutes_Played;Offsides;Fouls;Clean_Sheets
2016/17;Barcelona;Player_1979;20;23;3;86;345;41;2;0;1369;14;0;11
2020/21;Manchester United;Player_1980;18;18;2;89;837;17;1;0;1000;6;7;13
2018/19;Bayern Munich;Player_1981;30;27;13;18;370;8;2;2;305;14;3;4
2016/17;Liverpool;Player_1982;19;20;9;10;978;41;8;0;2425;10;7;14
2021/22;Juventus;Player_1983;9;8;15;24;440;12;5;1;191;5;2;7
2016/17;Manchester United;Player_1984;17;24;4;69;264;35;2;1;2897;12;1;0
2020/21;Barcelona;Player_1985;31;23;3;49;979;12;3;0;577;11;2;1
2020/21;Juventus;Player_1986;3;19;16;42;139;23;4;0;3069;14;9;2
2018/19;Real Madrid;Player_1987;6;12;6;76;109;14;1;0;2369;0;9;0
2018/19;Chelsea;Player_1988;26;29;6;46;448;39;3;2;1833;8;2;6
2016/17;Barcelona;Player_1989;39;19;17;69;506;9;8;1;3273;10;0;12
2016/17;Juventus;Player_1990;16;5;1;49;354;33;4;1;2977;9;7;12
2017/18;Chelsea;Player_1991;6;2;13;74;816;23;2;0;2872;3;0;7
2020/21;Juventus;Player_1992;35;25;0;13;199;41;5;0;1485;2;3;4
2019/20;Liverpool;Player_1993;23;19;10;60;732;25;3;1;2987;11;2;14
2016/17;Barcelona;Player_1994;13;23;10;72;161;47;3;2;1811;13;7;0
2016/17;Liverpool;Player_1995;5;14;16;49;959;39;1;0;2894;13;2;5
2016/17;Liverpool;Player_1996;29;18;0;56;641;16;1;0;1437;2;7;7
2019/20;Barcelona;Player_1997;13;10;9;28;144;12;1;0;1577;8;8;4
2020/21;Chelsea;Player_1998;39;5;8;30;567;40;8;2;3280;0;7;9
2021/22;Chelsea;Player_1999;17;10;5;82;200;48;4;2;937;2;7;1
2017/18;Barcelona;Player_2000;22;22;13;85;339;5;1;0;1452;4;7;11
