Temporada;Equipo;Jugador;Partidos_Jugados;Goles;Asistencias;Disparos;Pases_completados;Tacles;Amarillas;Rojas;Minutos_jugados;Fueras_de_juego;Faltas;Porterias_a_cero
2021/22;Real Madrid;Nando;23;21;15;71;154;30;6;0;2057;12;2;10
2017/18;Chelsea;M. Poletanovi?;29;21;13;76;937;27;3;0;502;10;3;14
2022/23;Paris Saint-Germain;H. Bahebri;36;26;18;54;542;26;9;2;982;5;0;12
2019/20;Juventus;André Luís;32;17;13;19;626;47;3;0;3027;12;8;14
2019/20;Paris Saint-Germain;K. M?czy?ski;32;11;9;58;914;42;9;1;3077;7;0;2
2017/18;Paris Saint-Germain;Kauã Zanson;21;5;9;38;159;9;9;0;3514;5;5;11
2021/22;Juventus;S. Minelli;14;22;17;67;942;44;7;1;2175;9;1;10
2019/20;Chelsea;Y. Herrera;6;26;16;11;772;27;8;0;2635;1;8;5
2016/17;Paris Saint-Germain;Lucas Medeirão;24;8;19;24;178;22;8;1;3162;2;0;7
2019/20;Liverpool;C. Rodríguez;10;18;0;36;462;15;3;0;3236;0;5;9
2016/17;Barcelona;J. Rasmussen;17;15;1;51;384;20;4;2;3220;10;4;5
2020/21;Paris Saint-Germain;J. Kubicki;25;11;14;64;377;38;6;0;1883;13;0;6
2020/21;Paris Saint-Germain;E. Velarde;38;16;11;67;505;15;3;0;3120;8;1;10
2017/18;Bayern Munich;F. De Col;29;10;0;67;810;29;9;1;3067;8;5;7
2018/19;Real Madrid;Juanma;20;16;4;43;810;49;0;2;488;12;3;11
2022/23;Liverpool;Chuli;16;16;6;50;159;39;8;1;2486;9;3;9
2022/23;Liverpool;V. Viola;34;24;0;35;696;18;8;0;1960;4;9;11
2021/22;Paris Saint-Germain;L. Murphy;15;9;9;70;588;28;0;1;436;5;2;13
2021/22;Bayern Munich;N. Spalek;19;25;13;96;228;27;4;1;1131;5;4;11
2018/19;Liverpool;B. Lennon;28;23;2;35;377;25;6;1;1909;3;5;1
2019/20;Manchester United;Kim Young Uk;36;3;17;20;694;13;1;0;1985;11;3;2
2020/21;Bayern Munich;J. Iglesias;21;25;10;29;752;42;2;1;2814;9;6;14
2021/22;Manchester United;Javi Hernández;7;10;12;79;395;7;5;2;1626;10;9;2
2020/21;Juventus;R. Bedoui;37;25;17;37;347;27;8;1;2766;8;4;12
2020/21;Manchester United;Park Yong Woo;21;6;19;31;834;49;3;1;3449;3;8;13
2020/21;Liverpool;Wang Shenchao;37;0;13;62;431;19;4;2;1803;11;0;10
2021/22;Liverpool;L. Hoyos;35;17;1;33;528;38;7;0;1084;13;8;13
2016/17;Real Madrid;J. Brinkies;10;10;15;96;592;26;3;2;1736;1;6;3
2019/20;Liverpool;Z. Valentin;7;24;15;27;751;15;6;2;3220;0;7;5
2022/23;Real Madrid;M. Curado;11;19;15;98;992;49;0;1;2260;3;4;1
2020/21;Liverpool;Iván Villar;38;17;19;11;974;30;3;1;2642;3;4;8
2019/20;Bayern Munich;M. Fenger;8;3;10;70;125;13;7;2;2753;14;2;14
2022/23;Chelsea;L. DeVere;13;22;6;43;642;20;2;0;1374;10;3;0
2021/22;Manchester United;J. Amano;4;12;2;76;236;9;4;2;3035;12;1;0
2020/21;Paris Saint-Germain;B. Van Durmen;24;2;12;83;354;14;3;0;1754;8;1;11
2018/19;Chelsea;A. Nabbout;18;26;2;29;285;15;3;0;2243;7;8;5
2016/17;Chelsea;E. Huws;3;25;12;39;849;10;9;1;1726;7;2;12
2022/23;Barcelona;J. Jantscher;38;27;13;18;184;24;1;2;3043;10;5;9
2020/21;Juventus;Zou Zheng;35;9;17;74;376;34;4;1;2529;0;2;12
2021/22;Juventus;T. Kida;14;9;16;12;368;28;0;2;2048;7;3;11
2022/23;Liverpool;Adão Salvadaldo;14;21;5;17;188;23;6;0;1894;3;2;13
2021/22;Manchester United;T. Perthel;18;7;3;57;473;48;8;1;1131;2;5;13
2020/21;Juventus;M. Chrien;33;22;16;62;216;47;7;2;655;11;8;14
2019/20;Manchester United;N. Pulzetti;6;22;15;85;553;11;1;0;2484;7;9;9
2019/20;Liverpool;Lee Dong Gook;7;6;2;43;801;45;3;0;2690;7;0;3
2017/18;Real Madrid;T. Eaves;17;26;9;28;850;6;4;2;1461;13;7;8
2021/22;Juventus;J. Angulo;17;20;17;32;386;38;0;2;1789;11;9;9
2017/18;Paris Saint-Germain;Manolo Reina;2;11;2;69;651;26;6;1;311;7;4;9
2019/20;Barcelona;David Concha;29;3;12;14;283;6;4;0;1884;10;5;9
2022/23;Bayern Munich;W. Francis;20;18;19;18;395;28;2;2;1965;13;4;2
2019/20;Real Madrid;A. Hughes;18;17;15;35;117;28;6;2;1813;4;9;11
2019/20;Paris Saint-Germain;Baraka;2;7;13;15;150;33;4;2;567;11;6;11
2016/17;Juventus;V. Amiri;36;10;1;15;628;40;3;2;2423;1;2;10
2017/18;Real Madrid;A. D'Alberto;21;25;18;38;323;24;3;0;1306;3;1;12
2021/22;Liverpool;G. Bourillon;35;14;10;90;222;31;9;2;2010;3;6;6
2018/19;Liverpool;K. Hyland;1;0;6;43;891;49;1;0;513;14;9;8
2018/19;Barcelona;M. Abdul Shafy;15;5;3;68;778;48;6;0;1909;13;5;13
2021/22;Bayern Munich;Z. Bergdich;24;27;1;62;291;37;9;0;2613;14;3;5
2020/21;Juventus;Y. Al Mosailem;7;2;18;67;420;6;4;2;582;10;1;12
2020/21;Chelsea;L. Abergel;31;21;12;14;220;44;7;0;2243;10;3;6
2022/23;Paris Saint-Germain;L. Laverone;29;13;5;93;415;27;6;2;3143;14;8;11
2018/19;Liverpool;B. Zolinski;19;12;6;24;651;45;6;2;1650;9;3;6
2016/17;Paris Saint-Germain;M. Herrera;1;15;13;26;937;18;5;0;2126;7;4;10
2017/18;Paris Saint-Germain;Y. de Lanlay;29;4;16;30;568;10;0;1;686;4;7;4
2022/23;Chelsea;T. Mavromatis;20;0;10;99;876;42;4;0;861;13;2;3
2022/23;Paris Saint-Germain;Freddy Cardouso;2;19;17;40;217;26;0;0;2235;11;7;12
2021/22;Manchester United;Lucas Fernandes;1;4;17;42;800;13;4;1;3536;9;9;12
2022/23;Liverpool;P. Mainka;15;24;11;75;656;27;7;2;3461;13;1;8
2022/23;Liverpool;J. Mahecha;5;21;15;80;932;21;3;2;1826;7;4;1
2022/23;Manchester United;M. Kuhn;30;0;10;69;290;34;3;2;1078;5;5;5
2018/19;Juventus;W. Andrade;22;21;17;28;440;38;5;2;1838;14;6;13
2019/20;Bayern Munich;A. Acevedo;4;24;11;16;874;46;4;0;2978;6;9;9
2017/18;Juventus;L. Chiaretti;1;26;3;91;668;21;9;1;989;11;0;13
2021/22;Manchester United;A. Baptiste;3;19;14;41;377;39;4;0;3518;12;3;5
2017/18;Bayern Munich;D. McGowan;38;11;5;63;617;29;4;0;2480;7;1;8
2017/18;Chelsea;A. Kochenkov;13;29;9;11;911;26;0;2;2737;14;1;3
2016/17;Manchester United;J. van der Linden;39;15;15;87;668;12;7;0;1448;2;9;0
2016/17;Juventus;R. Camacho;1;8;9;88;898;28;5;1;2066;11;7;12
2016/17;Paris Saint-Germain;H. Sogahata;7;27;7;74;354;38;9;2;1591;11;8;10
2018/19;Real Madrid;J. Dunne;7;17;12;50;679;9;1;1;1297;2;1;7
2018/19;Juventus;C. Deac;10;11;17;71;585;33;6;2;3022;10;6;9
2020/21;Barcelona;B. Kee;28;20;12;14;338;26;6;0;1575;0;3;7
2018/19;Manchester United;Y. Verschaeren;3;10;17;97;515;48;1;1;736;8;5;4
2019/20;Paris Saint-Germain;Sergio Gómez;7;7;2;44;582;13;0;1;1032;9;5;7
2016/17;Juventus;E. Zhegrova;5;4;14;19;265;21;1;2;277;5;1;5
2022/23;Liverpool;M. Miloš;7;0;10;89;919;26;1;2;2463;4;8;2
2018/19;Paris Saint-Germain;J. Payne;13;22;18;20;982;33;1;2;2866;5;3;11
2019/20;Real Madrid;D. Bain;10;22;11;94;910;40;7;1;1612;10;6;5
2017/18;Manchester United;Park Jun Hyuk;24;28;16;22;354;8;7;0;2653;10;7;7
2017/18;Chelsea;M. Beister;37;12;10;15;287;15;4;2;185;3;0;12
2017/18;Juventus;S. Kurata;14;12;11;48;556;40;5;0;2747;14;5;0
2022/23;Paris Saint-Germain;S. Andersen;27;27;18;78;899;47;3;2;3058;12;8;14
2021/22;Manchester United;J. Rodon;4;16;6;74;295;43;9;0;969;10;4;13
2020/21;Bayern Munich;Sérgio Marakis;15;26;13;25;574;25;6;2;955;7;0;6
2016/17;Barcelona;Marco Matias;20;23;3;86;345;41;2;0;1369;14;0;11
2020/21;Manchester United;A. Cruz;18;18;2;89;837;17;1;0;1000;6;7;13
2018/19;Bayern Munich;R. Peña;30;27;13;18;370;8;2;2;305;14;3;4
2016/17;Liverpool;Enzio Julião;19;20;9;10;978;41;8;0;2425;10;7;14
2021/22;Juventus;P. Eze;9;8;15;24;440;12;5;1;191;5;2;7
2016/17;Manchester United;Liu Binbin;17;24;4;69;264;35;2;1;2897;12;1;0
2020/21;Barcelona;Eduardo Neto;31;23;3;49;979;12;3;0;577;11;2;1
2020/21;Juventus;G. Ghazaryan;3;19;16;42;139;23;4;0;3069;14;9;2
2018/19;Real Madrid;L. Abubakar;6;12;6;76;109;14;1;0;2369;0;9;0
2018/19;Chelsea;B. Pittón;26;29;6;46;448;39;3;2;1833;8;2;6
2016/17;Barcelona;L. Zahovi?;39;19;17;69;506;9;8;1;3273;10;0;12
2016/17;Juventus;D. Badji;16;5;1;49;354;33;4;1;2977;9;7;12
2017/18;Chelsea;Z. Yavru;6;2;13;74;816;23;2;0;2872;3;0;7
2020/21;Juventus;Wu Xinghan;35;25;0;13;199;41;5;0;1485;2;3;4
2019/20;Liverpool;D. Mitov Nilsson;23;19;10;60;732;25;3;1;2987;11;2;14
2016/17;Barcelona;V. Dávila;13;23;10;72;161;47;3;2;1811;13;7;0
2016/17;Liverpool;Kim In Seong;5;14;16;49;959;39;1;0;2894;13;2;5
2016/17;Liverpool;Dario Junior;29;18;0;56;641;16;1;0;1437;2;7;7
2019/20;Barcelona;F. Müller;13;10;9;28;144;12;1;0;1577;8;8;4
2020/21;Chelsea;H. Osorio;39;5;8;30;567;40;8;2;3280;0;7;9
2021/22;Chelsea;A. Vukoti?;17;10;5;82;200;48;4;2;937;2;7;1
2017/18;Barcelona;K. Omori;22;22;13;85;339;5;1;0;1452;4;7;11
